x y
-4.099628510719287 0.000117711996665485
-3.674862969258884 0.0006121023826605221
-3.2500974277984795 0.002048188741979437
-2.825331886338075 0.007863161377254398
-2.4005663448776717 0.023189263343100546
-1.9758008034172674 0.057702420765420696
-1.5510352619568633 0.12432741087808527
-1.1262697204964593 0.210421965239221
-0.7015041790360554 0.310171111213553
-0.27673863757565154 0.38263461636082563
0.1480269038847526 0.3941233072353765
0.5727924453451569 0.3340195617379799
0.9975579868055608 0.24371091789622043
1.4223235282659648 0.1448328406972126
1.8470890697263687 0.07234579315060716
2.2718546111867726 0.03081700072702394
2.696620152647177 0.011229724481887257
3.121385694107581 0.0032253087086342924
3.5461512355679843 0.0006356447819936197
3.9709167770283886 0.00021188159399787235
